,Date,Number of NaNs
4739,2014-02-06,16
4740,2014-02-07,109
4741,2014-02-08,68
4742,2014-02-09,140
4743,2014-02-10,140
4744,2014-02-11,114
4745,2014-02-12,46
4746,2014-02-13,134
4747,2014-02-14,26
4748,2014-02-15,112
4749,2014-02-16,140
4750,2014-02-17,125
4751,2014-02-18,114
4752,2014-02-19,128
4753,2014-02-20,104
4754,2014-02-21,22
4755,2014-02-22,114
4756,2014-02-23,9
4757,2014-02-24,0
4758,2014-02-25,4
4759,2014-02-26,87
4760,2014-02-27,103
4761,2014-02-28,83
4762,2014-03-01,140
4763,2014-03-02,139
4764,2014-03-03,94
4765,2014-03-04,128
4766,2014-03-05,98
4767,2014-03-06,34
4768,2014-03-07,0
4769,2014-03-08,0
4770,2014-03-09,0
4771,2014-03-10,0
4772,2014-03-11,84
4773,2014-03-12,0
4774,2014-03-13,0
4775,2014-03-14,0
4776,2014-03-15,140
4777,2014-03-16,45
4778,2014-03-17,0
4779,2014-03-18,17
4780,2014-03-19,3
4781,2014-03-20,0
4782,2014-03-21,41
4783,2014-03-22,140
4784,2014-03-23,140
4785,2014-03-24,106
4786,2014-03-25,80
4787,2014-03-26,123
4788,2014-03-27,70
4789,2014-03-28,4
4790,2014-03-29,0
4791,2014-03-30,0
4792,2014-03-31,19
4793,2014-04-01,46
4794,2014-04-02,26
4795,2014-04-03,140
4796,2014-04-04,47
4797,2014-04-05,140
4798,2014-04-06,94
4799,2014-04-07,0
4800,2014-04-08,129
4801,2014-04-09,33
4802,2014-04-10,54
4803,2014-04-11,49
4804,2014-04-12,134
4805,2014-04-13,131
4806,2014-04-14,3
4807,2014-04-15,53
4808,2014-04-16,27
4809,2014-04-17,0
4810,2014-04-18,139
4811,2014-04-19,134
4812,2014-04-20,92
4813,2014-04-21,139
4814,2014-04-22,70
4815,2014-04-23,126
4816,2014-04-24,24
4817,2014-04-25,93
4818,2014-04-26,60
4819,2014-04-27,140
4820,2014-04-28,137
4821,2014-04-29,88
4822,2014-04-30,140
4823,2014-05-01,76
4824,2014-05-02,140
4825,2014-05-03,136
4826,2014-05-04,15
4827,2014-05-05,2
4828,2014-05-06,57
4829,2014-05-07,140
4830,2014-05-08,9
4831,2014-05-09,92
4832,2014-05-10,106
4833,2014-05-11,140
4834,2014-05-12,100
4835,2014-05-13,101
4836,2014-05-14,87
4837,2014-05-15,60
4838,2014-05-16,116
4839,2014-05-17,109
4840,2014-05-18,95
4841,2014-05-19,103
4842,2014-05-20,89
4843,2014-05-21,40
4844,2014-05-22,9
4845,2014-05-23,139
4846,2014-05-24,5
4847,2014-05-25,52
4848,2014-05-26,138
4849,2014-05-27,138
4850,2014-05-28,94
4851,2014-05-29,130
4852,2014-05-30,114
4853,2014-05-31,30
4854,2014-06-01,96
4855,2014-06-02,129
4856,2014-06-03,116
4857,2014-06-04,123
4858,2014-06-05,139
4859,2014-06-06,4
4860,2014-06-07,0
4861,2014-06-08,0
4862,2014-06-09,0
4863,2014-06-10,1
4864,2014-06-11,2
4865,2014-06-12,35
4866,2014-06-13,66
4867,2014-06-14,85
4868,2014-06-15,133
4869,2014-06-16,62
4870,2014-06-17,129
4871,2014-06-18,77
4872,2014-06-19,119
4873,2014-06-20,121
4874,2014-06-21,17
4875,2014-06-22,2
4876,2014-06-23,34
4877,2014-06-24,105
4878,2014-06-25,78
4879,2014-06-26,43
4880,2014-06-27,67
4881,2014-06-28,128
4882,2014-06-29,140
4883,2014-06-30,56
4884,2014-07-01,96
4885,2014-07-02,140
4886,2014-07-03,0
4887,2014-07-04,129
4888,2014-07-05,121
4889,2014-07-06,79
4890,2014-07-07,98
4891,2014-07-08,140
4892,2014-07-09,138
4893,2014-07-10,103
4894,2014-07-11,73
4895,2014-07-12,129
4896,2014-07-13,106
4897,2014-07-14,114
4898,2014-07-15,29
4899,2014-07-16,8
4900,2014-07-17,13
4901,2014-07-18,0
4902,2014-07-19,4
4903,2014-07-20,93
4904,2014-07-21,139
4905,2014-07-22,130
4906,2014-07-23,100
4907,2014-07-24,139
4908,2014-07-25,34
4909,2014-07-26,140
4910,2014-07-27,118
4911,2014-07-28,124
4912,2014-07-29,130
4913,2014-07-30,140
4914,2014-07-31,109
4915,2014-08-01,63
4916,2014-08-02,106
4917,2014-08-03,104
4918,2014-08-04,63
4919,2014-08-05,108
4920,2014-08-06,15
4921,2014-08-07,71
4922,2014-08-08,85
4923,2014-08-09,95
4924,2014-08-10,59
4925,2014-08-11,129
4926,2014-08-12,115
4927,2014-08-13,140
4928,2014-08-14,130
4929,2014-08-15,137
4930,2014-08-16,83
4931,2014-08-17,0
4932,2014-08-18,68
4933,2014-08-19,140
4934,2014-08-20,139
4935,2014-08-21,37
4936,2014-08-22,126
4937,2014-08-23,140
4938,2014-08-24,57
4939,2014-08-25,112
4940,2014-08-26,137
4941,2014-08-27,59
4942,2014-08-28,9
4943,2014-08-29,73
4944,2014-08-30,139
4945,2014-08-31,140
4946,2014-09-01,96
4947,2014-09-02,76
4948,2014-09-03,118
4949,2014-09-04,134
4950,2014-09-05,140
4951,2014-09-06,69
4952,2014-09-07,37
4953,2014-09-08,7
4954,2014-09-09,136
4955,2014-09-10,69
4956,2014-09-11,70
4957,2014-09-12,83
4958,2014-09-13,65
4959,2014-09-14,16
4960,2014-09-15,7
4961,2014-09-16,100
4962,2014-09-17,100
4963,2014-09-18,114
4964,2014-09-19,120
4965,2014-09-20,135
4966,2014-09-21,68
4967,2014-09-22,20
4968,2014-09-23,0
4969,2014-09-24,60
4970,2014-09-25,43
4971,2014-09-26,63
4972,2014-09-27,0
4973,2014-09-28,2
4974,2014-09-29,0
4975,2014-09-30,78
4976,2014-10-01,140
4977,2014-10-02,48
4978,2014-10-03,8
4979,2014-10-04,22
4980,2014-10-05,118
4981,2014-10-06,33
4982,2014-10-07,100
4983,2014-10-08,140
4984,2014-10-09,78
4985,2014-10-10,62
4986,2014-10-11,123
4987,2014-10-12,87
4988,2014-10-13,140
4989,2014-10-14,84
4990,2014-10-15,74
4991,2014-10-16,140
4992,2014-10-17,53
4993,2014-10-18,0
4994,2014-10-19,0
4995,2014-10-20,84
4996,2014-10-21,116
4997,2014-10-22,83
4998,2014-10-23,107
4999,2014-10-24,2
5000,2014-10-25,99
5001,2014-10-27,4
5002,2014-10-28,0
5003,2014-10-29,0
5004,2014-10-30,53
5005,2014-10-31,14
5006,2014-11-01,11
5007,2014-11-02,0
5008,2014-11-03,46
5009,2014-11-04,126
5010,2014-11-05,140
5011,2014-11-06,135
5012,2014-11-07,140
5013,2014-11-08,137
5014,2014-11-09,94
5015,2014-11-10,140
5016,2014-11-11,140
5017,2014-11-12,139
5018,2014-11-13,71
5019,2014-11-14,94
5020,2014-11-15,140
5021,2014-11-16,85
5022,2014-11-17,140
5023,2014-11-18,124
5024,2014-11-19,61
5025,2014-11-20,42
5026,2014-11-21,66
5027,2014-11-22,45
5028,2014-11-23,3
5029,2014-11-24,114
5030,2014-11-25,53
5031,2014-11-26,139
5032,2014-11-27,117
5033,2014-11-28,123
5034,2014-11-29,46
5035,2014-11-30,128
5036,2014-12-01,134
5037,2014-12-02,131
5038,2014-12-03,69
5039,2014-12-04,110
5040,2014-12-05,90
5041,2014-12-06,90
5042,2014-12-07,128
5043,2014-12-08,64
5044,2014-12-09,26
5045,2014-12-10,57
5046,2014-12-11,27
5047,2014-12-12,2
5048,2014-12-13,140
5049,2014-12-14,138
5050,2014-12-15,124
5051,2014-12-16,134
5052,2014-12-17,135
5053,2014-12-18,69
5054,2014-12-19,12
5055,2014-12-20,4
5056,2014-12-21,2
5057,2014-12-22,59
5058,2014-12-23,2
5059,2014-12-24,140
5060,2014-12-25,23
5061,2014-12-26,81
5062,2014-12-27,140
5063,2014-12-28,119
5064,2014-12-29,38
5065,2014-12-30,125
5066,2014-12-31,74
5067,2015-01-01,3
5068,2015-01-02,31
5069,2015-01-03,2
5070,2015-01-04,75
5071,2015-01-05,23
5072,2015-01-06,7
5073,2015-01-07,5
5074,2015-01-08,123
5075,2015-01-09,137
5076,2015-01-10,90
5077,2015-01-11,113
5078,2015-01-12,26
5079,2015-01-13,0
5080,2015-01-14,48
5081,2015-01-15,85
5082,2015-01-16,135
5083,2015-01-17,140
5084,2015-01-18,79
5085,2015-01-19,60
5086,2015-01-20,38
5087,2015-01-21,101
5088,2015-01-22,129
5089,2015-01-23,92
5090,2015-01-24,22
5091,2015-01-25,79
5092,2015-01-26,0
5093,2015-01-27,90
5094,2015-01-28,1
5095,2015-01-29,140
5096,2015-01-30,140
5097,2015-01-31,0
5098,2015-02-01,68
5099,2015-02-02,54
5100,2015-02-03,113
5101,2015-02-04,80
5102,2015-02-05,140
5103,2015-02-06,100
5104,2015-02-07,16
5105,2015-02-08,45
5106,2015-02-09,85
5107,2015-02-10,34
5108,2015-02-11,0
5109,2015-02-12,0
5110,2015-02-13,12
5111,2015-02-14,116
5112,2015-02-15,108
5113,2015-02-16,7
5114,2015-02-17,1
5115,2015-02-18,0
5116,2015-02-19,0
5117,2015-02-20,0
5118,2015-02-21,139
5119,2015-02-22,80
5120,2015-02-23,74
5121,2015-02-24,137
5122,2015-02-25,138
5123,2015-02-26,65
5124,2015-02-27,118
5125,2015-02-28,57
5126,2015-03-01,126
5127,2015-03-02,140
5128,2015-03-03,3
5129,2015-03-04,69
5130,2015-03-05,74
5131,2015-03-06,3
5132,2015-03-07,16
5133,2015-03-08,8
5134,2015-03-09,137
5135,2015-03-10,0
5136,2015-03-11,63
5137,2015-03-12,9
5138,2015-03-13,0
5139,2015-03-14,44
5140,2015-03-15,102
5141,2015-03-16,118
5142,2015-03-17,140
5143,2015-03-18,12
5144,2015-03-19,1
5145,2015-03-20,40
5146,2015-03-21,135
5147,2015-03-22,136
5148,2015-03-23,59
5149,2015-03-24,122
5150,2015-03-25,140
5151,2015-03-26,134
5152,2015-03-27,105
5153,2015-03-28,0
5154,2015-03-29,119
5155,2015-03-30,119
5156,2015-03-31,18
5157,2015-04-01,107
5158,2015-04-02,98
5159,2015-04-03,0
5160,2015-04-04,133
5161,2015-04-05,113
5162,2015-04-06,56
5163,2015-04-07,0
5164,2015-04-08,63
5165,2015-04-09,0
5166,2015-04-10,43
5167,2015-04-11,57
5168,2015-04-12,89
5169,2015-04-13,50
5170,2015-04-14,128
5171,2015-04-15,30
5172,2015-04-16,103
5173,2015-04-17,140
5174,2015-04-18,114
5175,2015-04-19,3
5176,2015-04-20,18
5177,2015-04-21,0
5178,2015-04-22,0
5179,2015-04-23,47
5180,2015-04-24,8
5181,2015-04-25,137
5182,2015-04-26,136
5183,2015-04-27,130
5184,2015-04-28,140
5185,2015-04-29,111
5186,2015-04-30,122
5187,2015-05-01,140
5188,2015-05-02,84
5189,2015-05-03,140
5190,2015-05-04,140
5191,2015-05-05,110
5192,2015-05-06,138
5193,2015-05-07,3
5194,2015-05-08,64
5195,2015-05-09,139
5196,2015-05-10,32
5197,2015-05-11,0
5198,2015-05-12,140
5199,2015-05-13,125
5200,2015-05-14,17
5201,2015-05-15,140
5202,2015-05-16,53
5203,2015-05-17,11
5204,2015-05-18,30
5205,2015-05-19,140
5206,2015-05-20,139
5207,2015-05-21,140
5208,2015-05-22,140
5209,2015-05-23,140
5210,2015-05-24,125
5211,2015-05-25,119
5212,2015-05-26,133
5213,2015-05-27,47
5214,2015-05-28,77
5215,2015-05-29,16
5216,2015-05-30,123
5217,2015-05-31,114
5218,2015-06-01,79
5219,2015-06-02,34
5220,2015-06-03,64
5221,2015-06-04,87
5222,2015-06-05,0
5223,2015-06-06,62
5224,2015-06-07,0
5225,2015-06-08,118
5226,2015-06-09,85
5227,2015-06-10,55
5228,2015-06-11,38
5229,2015-06-12,34
5230,2015-06-13,131
5231,2015-06-14,138
5232,2015-06-15,138
5233,2015-06-16,137
5234,2015-06-17,89
5235,2015-06-18,140
5236,2015-06-19,121
5237,2015-06-20,125
5238,2015-06-21,120
5239,2015-06-22,140
5240,2015-06-23,33
5241,2015-06-24,18
5242,2015-06-25,62
5243,2015-06-26,1
5244,2015-06-27,115
5245,2015-06-28,0
5246,2015-06-29,112
5247,2015-06-30,0
5248,2015-07-01,2
5249,2015-07-02,0
5250,2015-07-03,98
5251,2015-07-04,0
5252,2015-07-05,0
5253,2015-07-06,18
5254,2015-07-07,0
5255,2015-07-08,118
5256,2015-07-09,9
5257,2015-07-10,0
5258,2015-07-11,0
5259,2015-07-12,0
5260,2015-07-13,126
5261,2015-07-14,23
5262,2015-07-15,6
5263,2015-07-16,4
5264,2015-07-17,10
5265,2015-07-18,16
5266,2015-07-19,10
5267,2015-07-20,28
5268,2015-07-21,11
5269,2015-07-22,24
5270,2015-07-23,5
5271,2015-07-24,122
5272,2015-07-25,50
5273,2015-07-26,93
5274,2015-07-27,26
5275,2015-07-28,125
5276,2015-07-29,130
5277,2015-07-30,54
5278,2015-07-31,9
5279,2015-08-01,138
5280,2015-08-02,126
5281,2015-08-03,0
5282,2015-08-04,4
5283,2015-08-05,0
5284,2015-08-06,2
5285,2015-08-07,3
5286,2015-08-08,86
5287,2015-08-09,18
5288,2015-08-10,0
5289,2015-08-11,1
5290,2015-08-12,0
5291,2015-08-13,0
5292,2015-08-14,74
5293,2015-08-15,79
5294,2015-08-16,140
5295,2015-08-17,139
5296,2015-08-18,127
5297,2015-08-19,140
5298,2015-08-20,92
5299,2015-08-21,75
5300,2015-08-22,33
5301,2015-08-23,111
5302,2015-08-24,125
5303,2015-08-25,134
5304,2015-08-26,0
5305,2015-08-27,0
5306,2015-08-28,0
5307,2015-08-29,0
5308,2015-08-30,0
5309,2015-08-31,0
5310,2015-09-01,36
5311,2015-09-02,130
5312,2015-09-03,139
5313,2015-09-04,43
5314,2015-09-05,140
5315,2015-09-06,74
5316,2015-09-07,11
5317,2015-09-08,5
5318,2015-09-09,8
5319,2015-09-10,115
5320,2015-09-11,77
5321,2015-09-12,39
5322,2015-09-13,129
5323,2015-09-14,115
5324,2015-09-15,132
5325,2015-09-16,120
5326,2015-09-17,128
5327,2015-09-18,46
5328,2015-09-19,32
5329,2015-09-20,26
5330,2015-09-21,0
5331,2015-09-22,134
5332,2015-09-23,135
5333,2015-09-24,140
5334,2015-09-25,14
5335,2015-09-26,52
5336,2015-09-27,46
5337,2015-09-28,21
5338,2015-09-29,0
5339,2015-09-30,37
5340,2015-10-01,87
5341,2015-10-02,123
5342,2015-10-03,108
5343,2015-10-04,100
5344,2015-10-05,26
5345,2015-10-06,132
5346,2015-10-07,123
5347,2015-10-08,122
5348,2015-10-09,66
5349,2015-10-10,108
5350,2015-10-11,58
5351,2015-10-12,10
5352,2015-10-13,139
5353,2015-10-14,137
5354,2015-10-15,118
5355,2015-10-16,138
5356,2015-10-17,125
5357,2015-10-18,120
5358,2015-10-19,88
5359,2015-10-20,0
5360,2015-10-21,0
5361,2015-10-22,0
5362,2015-10-23,0
5363,2015-10-24,8
5364,2015-10-25,72
5365,2015-10-26,0
5366,2015-10-27,3
5367,2015-10-28,140
5368,2015-10-29,126
5369,2015-10-30,2
5370,2015-10-31,0
5371,2015-11-01,0
5372,2015-11-02,0
5373,2015-11-03,4
5374,2015-11-04,69
5375,2015-11-05,0
5376,2015-11-06,2
5377,2015-11-07,41
5378,2015-11-08,0
5379,2015-11-09,61
5380,2015-11-10,10
5381,2015-11-11,24
5382,2015-11-12,0
5383,2015-11-13,20
5384,2015-11-14,133
5385,2015-11-15,140
5386,2015-11-16,16
5387,2015-11-17,102
5388,2015-11-18,2
5389,2015-11-19,45
5390,2015-11-20,130
5391,2015-11-21,129
5392,2015-11-22,71
5393,2015-11-23,33
5394,2015-11-24,0
5395,2015-11-25,139
5396,2015-11-26,109
5397,2015-11-27,11
5398,2015-11-28,121
5399,2015-11-29,112
5400,2015-11-30,59
5401,2015-12-01,62
5402,2015-12-02,0
5403,2015-12-03,0
5404,2015-12-04,7
5405,2015-12-05,0
5406,2015-12-06,2
5407,2015-12-07,0
5408,2015-12-08,55
5409,2015-12-09,92
5410,2015-12-10,0
5411,2015-12-11,73
5412,2015-12-12,63
5413,2015-12-13,11
5414,2015-12-14,0
5415,2015-12-15,66
5416,2015-12-16,122
5417,2015-12-17,56
5418,2015-12-18,60
5419,2015-12-19,2
5420,2015-12-20,0
5421,2015-12-21,111
5422,2015-12-22,34
5423,2015-12-23,0
5424,2015-12-24,13
5425,2015-12-25,0
5426,2015-12-26,0
5427,2015-12-27,0
5428,2015-12-28,0
5429,2015-12-29,1
5430,2015-12-30,0
5431,2015-12-31,130
5432,2016-01-01,5
5433,2016-01-02,139
5434,2016-01-03,26
5435,2016-01-04,111
5436,2016-01-05,130
5437,2016-01-06,42
5438,2016-01-07,109
5439,2016-01-08,110
5440,2016-01-09,140
5441,2016-01-10,116
5442,2016-01-11,140
5443,2016-01-12,85
5444,2016-01-13,64
5445,2016-01-14,140
5446,2016-01-15,37
5447,2016-01-16,75
5448,2016-01-17,77
5449,2016-01-18,0
5450,2016-01-19,80
5451,2016-01-20,70
5452,2016-01-21,9
5453,2016-01-22,0
5454,2016-01-23,59
5455,2016-01-24,9
5456,2016-01-25,40
5457,2016-01-26,99
5458,2016-01-27,138
5459,2016-01-28,18
5460,2016-01-29,0
5461,2016-01-30,67
5462,2016-01-31,100
5463,2016-02-01,47
5464,2016-02-02,122
5465,2016-02-03,140
5466,2016-02-04,49
5467,2016-02-05,58
5468,2016-02-06,55
5469,2016-02-07,137
5470,2016-02-08,133
5471,2016-02-09,99
5472,2016-02-10,140
5473,2016-02-11,2
5474,2016-02-12,28
5475,2016-02-13,69
5476,2016-02-14,133
5477,2016-02-15,64
5478,2016-02-16,89
5479,2016-02-17,135
5480,2016-02-18,3
5481,2016-02-28,140
5482,2016-02-29,140
5483,2016-03-01,48
5484,2016-03-02,133
5485,2016-03-03,140
5486,2016-03-04,134
5487,2016-03-05,132
5488,2016-03-06,133
5489,2016-03-07,134
5490,2016-03-08,130
5491,2016-03-09,94
5492,2016-03-10,8
5493,2016-03-11,85
5494,2016-03-12,36
5495,2016-03-13,137
5496,2016-03-14,38
5497,2016-03-15,140
5498,2016-03-16,83
5499,2016-03-17,0
5500,2016-03-18,0
5501,2016-03-19,0
5502,2016-03-20,2
5503,2016-03-21,4
5504,2016-03-22,3
5505,2016-03-23,64
5506,2016-03-24,24
5507,2016-03-25,140
5508,2016-03-26,33
5509,2016-03-27,107
5510,2016-03-28,122
5511,2016-03-29,97
5512,2016-03-30,137
5513,2016-03-31,96
5514,2016-04-01,135
5515,2016-04-02,140
5516,2016-04-03,117
5517,2016-04-04,51
5518,2016-04-05,129
5519,2016-04-06,105
5520,2016-04-07,129
5521,2016-04-08,140
5522,2016-04-09,137
5523,2016-04-10,61
5524,2016-04-11,13
5525,2016-04-12,44
5526,2016-04-13,54
5527,2016-04-14,105
5528,2016-04-15,99
5529,2016-04-16,124
5530,2016-04-17,140
5531,2016-04-18,113
5532,2016-04-19,33
5533,2016-04-20,2
5534,2016-04-21,26
5535,2016-04-22,53
5536,2016-04-23,140
5537,2016-04-24,124
5538,2016-04-25,84
5539,2016-04-26,133
5540,2016-04-27,124
5541,2016-04-28,127
5542,2016-04-29,22
5543,2016-04-30,68
5544,2016-05-01,140
5545,2016-05-02,140
5546,2016-05-03,97
5547,2016-05-04,50
5548,2016-05-05,49
5549,2016-05-06,24
5550,2016-05-07,28
5551,2016-05-08,22
5552,2016-05-09,140
5553,2016-05-10,140
5554,2016-05-11,140
5555,2016-05-12,140
5556,2016-05-13,140
5557,2016-05-14,137
5558,2016-05-15,39
5559,2016-05-16,136
5560,2016-05-17,94
5561,2016-05-18,86
5562,2016-05-19,140
5563,2016-05-20,42
5564,2016-05-21,4
5565,2016-05-22,1
5566,2016-05-23,140
5567,2016-05-24,84
5568,2016-05-25,12
5569,2016-05-26,62
5570,2016-05-27,68
5571,2016-05-28,62
5572,2016-05-29,139
5573,2016-05-30,138
5574,2016-05-31,123
5575,2016-06-01,122
5576,2016-06-02,99
5577,2016-06-03,132
5578,2016-06-04,137
5579,2016-06-05,105
5580,2016-06-06,139
5581,2016-06-07,21
5582,2016-06-08,139
5583,2016-06-09,140
5584,2016-06-10,15
5585,2016-06-11,140
5586,2016-06-12,118
5587,2016-06-13,115
5588,2016-06-14,120
5589,2016-06-15,83
5590,2016-06-16,110
5591,2016-06-17,101
5592,2016-06-18,100
5593,2016-06-19,140
5594,2016-06-20,74
5595,2016-06-21,112
5596,2016-06-22,0
5597,2016-06-23,0
5598,2016-06-24,0
5599,2016-06-25,4
5600,2016-06-26,106
5601,2016-06-27,89
5602,2016-06-28,0
5603,2016-06-29,19
5604,2016-06-30,73
5605,2016-07-01,59
5606,2016-07-02,129
5607,2016-07-03,59
5608,2016-07-04,66
5609,2016-07-05,94
5610,2016-07-06,2
5611,2016-07-07,0
5612,2016-07-08,72
5613,2016-07-09,71
5614,2016-07-10,15
5615,2016-07-11,18
5616,2016-07-12,103
5617,2016-07-13,135
5618,2016-07-14,80
5619,2016-07-15,65
5620,2016-07-16,20
5621,2016-07-17,31
5622,2016-07-18,1
5623,2016-07-19,0
5624,2016-07-20,0
5625,2016-07-21,106
5626,2016-07-22,93
5627,2016-07-23,140
5628,2016-07-24,69
5629,2016-07-25,116
5630,2016-07-26,121
5631,2016-07-27,79
5632,2016-07-28,134
5633,2016-07-29,17
5634,2016-07-30,13
5635,2016-07-31,138
5636,2016-08-01,110
5637,2016-08-02,120
5638,2016-08-03,4
5639,2016-08-04,28
5640,2016-08-05,140
5641,2016-08-06,51
5642,2016-08-07,0
5643,2016-08-08,0
5644,2016-08-09,134
5645,2016-08-10,102
5646,2016-08-11,53
5647,2016-08-12,134
5648,2016-08-13,0
5649,2016-08-14,0
5650,2016-08-15,56
5651,2016-08-16,4
5652,2016-08-17,89
5653,2016-08-18,116
5654,2016-08-19,111
5655,2016-08-20,84
5656,2016-08-21,112
5657,2016-08-22,140
5658,2016-08-23,0
5659,2016-08-24,0
5660,2016-08-25,0
5661,2016-08-26,0
5662,2016-08-27,0
5663,2016-08-28,0
5664,2016-08-29,83
5665,2016-08-30,122
5666,2016-08-31,15
5667,2016-09-01,72
5668,2016-09-02,6
5669,2016-09-03,43
5670,2016-09-04,77
5671,2016-09-05,82
5672,2016-09-06,32
5673,2016-09-07,18
5674,2016-09-08,1
5675,2016-09-09,0
5676,2016-09-10,113
5677,2016-09-11,28
5678,2016-09-12,7
5679,2016-09-13,2
5680,2016-09-14,0
5681,2016-09-15,126
5682,2016-09-16,140
5683,2016-09-17,138
5684,2016-09-18,138
5685,2016-09-19,78
5686,2016-09-20,41
5687,2016-09-21,84
5688,2016-09-22,14
5689,2016-09-23,42
5690,2016-09-24,19
5691,2016-09-25,0
5692,2016-09-26,0
5693,2016-09-27,26
5694,2016-09-28,18
5695,2016-09-29,0
5696,2016-09-30,42
5697,2016-10-01,116
5698,2016-10-02,134
5699,2016-10-03,55
5700,2016-10-04,21
5701,2016-10-05,19
5702,2016-10-06,65
5703,2016-10-07,76
5704,2016-10-08,105
5705,2016-10-09,139
5706,2016-10-10,111
5707,2016-10-11,114
5708,2016-10-12,14
5709,2016-10-13,119
5710,2016-10-14,140
5711,2016-10-15,94
5712,2016-10-16,0
5713,2016-10-17,140
5714,2016-10-18,85
5715,2016-10-19,140
5716,2016-10-20,28
5717,2016-10-21,66
5718,2016-10-22,95
5719,2016-10-23,122
5720,2016-10-24,132
5721,2016-10-25,137
5722,2016-10-26,128
5723,2016-10-27,0
5724,2016-10-28,0
5725,2016-10-29,0
5726,2016-10-30,18
5727,2016-10-31,0
5728,2016-11-01,2
5729,2016-11-02,117
5730,2016-11-03,0
5731,2016-11-04,130
5732,2016-11-05,137
5733,2016-11-06,134
5734,2016-11-07,59
5735,2016-11-08,69
5736,2016-11-09,112
5737,2016-11-10,37
5738,2016-11-11,138
5739,2016-11-12,30
5740,2016-11-13,120
5741,2016-11-14,0
5742,2016-11-15,20
5743,2016-11-16,121
5744,2016-11-17,68
5745,2016-11-18,127
5746,2016-11-19,139
5747,2016-11-20,132
5748,2016-11-21,132
5749,2016-11-22,140
5750,2016-11-23,132
5751,2016-11-24,140
5752,2016-11-25,140
5753,2016-11-26,131
5754,2016-11-27,34
5755,2016-11-28,2
5756,2016-11-29,10
5757,2016-11-30,0
5758,2016-12-01,71
5759,2016-12-02,0
5760,2016-12-03,17
5761,2016-12-04,26
5762,2016-12-05,0
5763,2016-12-06,0
5764,2016-12-07,0
5765,2016-12-08,0
5766,2016-12-09,22
5767,2016-12-10,0
5768,2016-12-11,28
5769,2016-12-12,31
5770,2016-12-13,0
5771,2016-12-14,12
5772,2016-12-15,0
5773,2016-12-16,0
5774,2016-12-17,2
5775,2016-12-18,2
5776,2016-12-19,59
5777,2016-12-20,92
5778,2016-12-21,0
5779,2016-12-22,2
5780,2016-12-23,0
5781,2016-12-24,140
5782,2016-12-25,61
5783,2016-12-26,3
5784,2016-12-27,2
5785,2016-12-28,8
5786,2016-12-29,6
5787,2016-12-30,0
5788,2016-12-31,0
5789,2017-01-01,0
5790,2017-01-02,20
5791,2017-01-03,0
5792,2017-01-04,118
5793,2017-01-05,119
5794,2017-01-06,2
5795,2017-01-07,50
5796,2017-01-08,59
5797,2017-01-09,5
5798,2017-01-10,45
5799,2017-01-11,24
5800,2017-01-12,3
5801,2017-01-13,140
5802,2017-01-14,91
5803,2017-01-15,29
5804,2017-01-16,46
5805,2017-01-17,48
5806,2017-01-18,16
5807,2017-01-19,0
5808,2017-01-20,0
5809,2017-01-21,2
5810,2017-01-22,0
5811,2017-01-23,2
5812,2017-01-24,2
5813,2017-01-25,0
5814,2017-01-26,0
5815,2017-01-27,0
5816,2017-01-28,39
5817,2017-01-29,0
5818,2017-01-30,113
5819,2017-01-31,134
5820,2017-02-01,129
5821,2017-02-02,97
5822,2017-02-03,136
5823,2017-02-04,136
5824,2017-02-05,140
5825,2017-02-06,139
5826,2017-02-07,4
5827,2017-02-08,80
5828,2017-02-09,64
5829,2017-02-10,124
5830,2017-02-11,72
5831,2017-02-12,123
5832,2017-02-13,5
5833,2017-02-14,0
5834,2017-02-15,0
5835,2017-02-16,0
5836,2017-02-17,115
5837,2017-02-18,13
5838,2017-02-19,2
5839,2017-02-20,40
5840,2017-02-21,122
5841,2017-02-22,9
5842,2017-02-23,42
5843,2017-02-24,140
5844,2017-02-25,0
5845,2017-02-26,133
5846,2017-02-27,36
5847,2017-02-28,140
5848,2017-03-01,32
5849,2017-03-02,58
5850,2017-03-03,123
5851,2017-03-04,130
5852,2017-03-05,132
5853,2017-03-06,65
5854,2017-03-07,108
5855,2017-03-08,6
5856,2017-03-09,112
5857,2017-03-10,19
5858,2017-03-11,3
5859,2017-03-12,6
5860,2017-03-13,14
5861,2017-03-14,15
5862,2017-03-15,90
5863,2017-03-16,1
5864,2017-03-17,0
5865,2017-03-18,120
5866,2017-03-19,113
5867,2017-03-20,14
5868,2017-03-21,134
5869,2017-03-22,140
5870,2017-03-23,124
5871,2017-03-24,139
5872,2017-03-25,3
5873,2017-03-26,81
5874,2017-03-27,8
5875,2017-03-28,0
5876,2017-03-29,1
5877,2017-03-30,34
5878,2017-03-31,1
5879,2017-04-01,140
5880,2017-04-02,43
5881,2017-04-03,62
5882,2017-04-04,138
5883,2017-04-05,129
5884,2017-04-06,55
5885,2017-04-07,42
5886,2017-04-08,0
5887,2017-04-09,0
5888,2017-04-10,10
5889,2017-04-11,126
5890,2017-04-12,71
5891,2017-04-13,63
5892,2017-04-14,0
5893,2017-04-15,139
5894,2017-04-16,124
5895,2017-04-17,136
5896,2017-04-18,101
5897,2017-04-19,88
5898,2017-04-20,22
5899,2017-04-21,0
5900,2017-04-22,1
5901,2017-04-23,12
5902,2017-04-25,133
5903,2017-04-26,140
